id,personalDetails,rugbyProfile,physicalAttributes,testResults,skills,gameStats,contributionsData,cohesionMetrics,contractInfo,characterProfile,physicalPerformance,injuries,reports,activities,videoAnalysis,status,aiRating,createdAt,updatedAt
ardie_savea,"{""email"":""ardie.savea@northharbour.co.nz"",""phone"":""+64 21 1234567"",""address"":""North Harbour, Auckland"",""lastName"":""Savea"",""firstName"":""Ardie"",""dateOfBirth"":""1993-10-14"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 1234568"",""relationship"":""Family""}}","{""yearsInTeam"":2,""jerseyNumber"":8,""playingLevel"":""International"",""previousClubs"":[""Hurricanes"",""Wellington""],""primaryPosition"":""Number 8"",""secondaryPositions"":[""Openside Flanker""]}","[{""date"":""2024-06-01"",""height"":185,""weight"":98,""bodyFat"":8,""muscleMass"":89}]","[{""date"":""2024-06-01"",""squat"":165,""beepTest"":16,""sprint40m"":4.7,""benchPress"":125,""verticalJump"":75}]","{""defense"":9,""kicking"":6,""passing"":8,""rucking"":9,""scrummaging"":7,""ballHandling"":9,""communication"":9,""lineoutThrowing"":6}","[{""tries"":7,""season"":""2024"",""tackles"":58,""penalties"":2,""turnovers"":6,""matchesPlayed"":17}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:54:51.748Z""","""2025-06-19T08:54:51.748Z"""
dalton_papalii,"{""email"":""dalton.papalii@northharbour.co.nz"",""phone"":""+64 21 2345678"",""address"":""North Harbour, Auckland"",""lastName"":""Papalii"",""firstName"":""Dalton"",""dateOfBirth"":""1997-03-05"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 2345679"",""relationship"":""Family""}}","{""yearsInTeam"":4,""jerseyNumber"":7,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Openside Flanker"",""secondaryPositions"":[""Blindside Flanker""]}","[{""date"":""2024-06-01"",""height"":188,""weight"":95,""bodyFat"":9,""muscleMass"":86}]","[{""date"":""2024-06-01"",""squat"":160,""beepTest"":15,""sprint40m"":4.8,""benchPress"":120,""verticalJump"":65}]","{""defense"":9,""kicking"":5,""passing"":7,""rucking"":9,""scrummaging"":7,""ballHandling"":8,""communication"":8,""lineoutThrowing"":6}","[{""tries"":3,""season"":""2024"",""tackles"":72,""penalties"":3,""turnovers"":8,""matchesPlayed"":19}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:54:51.748Z""","""2025-06-19T08:54:51.748Z"""
patrick_tuipulotu,"{""email"":""patrick.tuipulotu@northharbour.co.nz"",""phone"":""+64 21 3456789"",""address"":""North Harbour, Auckland"",""lastName"":""Tuipulotu"",""firstName"":""Patrick"",""dateOfBirth"":""1993-01-21"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 3456790"",""relationship"":""Family""}}","{""yearsInTeam"":8,""jerseyNumber"":5,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Lock"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":203,""weight"":115,""bodyFat"":11,""muscleMass"":102}]","[{""date"":""2024-06-01"",""squat"":185,""beepTest"":13,""sprint40m"":5.4,""benchPress"":145,""verticalJump"":68}]","{""defense"":8,""kicking"":5,""passing"":7,""rucking"":8,""scrummaging"":9,""ballHandling"":7,""communication"":9,""lineoutThrowing"":9}","[{""tries"":1,""season"":""2024"",""tackles"":48,""penalties"":4,""turnovers"":2,""matchesPlayed"":16}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:54:51.748Z""","""2025-06-19T08:54:51.748Z"""
finlay_christie,"{""email"":""finlay.christie@northharbour.co.nz"",""phone"":""+64 21 4567890"",""address"":""North Harbour, Auckland"",""lastName"":""Christie"",""firstName"":""Finlay"",""dateOfBirth"":""1996-08-12"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 4567891"",""relationship"":""Family""}}","{""yearsInTeam"":5,""jerseyNumber"":9,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Tasman""],""primaryPosition"":""Scrum-half"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":175,""weight"":78,""bodyFat"":7,""muscleMass"":72}]","[{""date"":""2024-06-01"",""squat"":125,""beepTest"":17,""sprint40m"":4.4,""benchPress"":85,""verticalJump"":58}]","{""defense"":7,""kicking"":8,""passing"":10,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":10,""lineoutThrowing"":5}","[{""tries"":4,""season"":""2024"",""tackles"":32,""penalties"":1,""turnovers"":2,""matchesPlayed"":18}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:54:51.748Z""","""2025-06-19T08:54:51.748Z"""
mark_telea,"{""email"":""mark.telea@northharbour.co.nz"",""phone"":""+64 21 5678901"",""address"":""North Harbour, Auckland"",""lastName"":""Telea"",""firstName"":""Mark"",""dateOfBirth"":""1997-02-28"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 5678902"",""relationship"":""Family""}}","{""yearsInTeam"":4,""jerseyNumber"":14,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Wing"",""secondaryPositions"":[""Fullback""]}","[{""date"":""2024-06-01"",""height"":183,""weight"":87,""bodyFat"":8,""muscleMass"":79}]","[{""date"":""2024-06-01"",""squat"":138,""beepTest"":16,""sprint40m"":4.5,""benchPress"":98,""verticalJump"":67}]","{""defense"":8,""kicking"":7,""passing"":8,""rucking"":7,""scrummaging"":6,""ballHandling"":9,""communication"":8,""lineoutThrowing"":5}","[{""tries"":9,""season"":""2024"",""tackles"":41,""penalties"":1,""turnovers"":3,""matchesPlayed"":16}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:54:51.748Z""","""2025-06-19T08:54:51.748Z"""
caleb_clarke,"{""email"":""caleb.clarke@northharbour.co.nz"",""phone"":""+64 21 6789012"",""address"":""North Harbour, Auckland"",""lastName"":""Clarke"",""firstName"":""Caleb"",""dateOfBirth"":""1998-11-03"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 6789013"",""relationship"":""Family""}}","{""yearsInTeam"":3,""jerseyNumber"":15,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Wing"",""secondaryPositions"":[""Fullback""]}","[{""date"":""2024-06-01"",""height"":187,""weight"":92,""bodyFat"":7,""muscleMass"":85}]","[{""date"":""2024-06-01"",""squat"":150,""beepTest"":16,""sprint40m"":4.4,""benchPress"":110,""verticalJump"":73}]","{""defense"":8,""kicking"":7,""passing"":8,""rucking"":8,""scrummaging"":6,""ballHandling"":9,""communication"":8,""lineoutThrowing"":5}","[{""tries"":11,""season"":""2024"",""tackles"":35,""penalties"":2,""turnovers"":4,""matchesPlayed"":14}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:55:35.270Z""","""2025-06-19T08:55:35.270Z"""
stephen_perofeta,"{""email"":""stephen.perofeta@northharbour.co.nz"",""phone"":""+64 21 7890123"",""address"":""North Harbour, Auckland"",""lastName"":""Perofeta"",""firstName"":""Stephen"",""dateOfBirth"":""1996-09-15"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 7890124"",""relationship"":""Family""}}","{""yearsInTeam"":4,""jerseyNumber"":22,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Taranaki""],""primaryPosition"":""Fullback"",""secondaryPositions"":[""Fly-half""]}","[{""date"":""2024-06-01"",""height"":182,""weight"":84,""bodyFat"":8,""muscleMass"":77}]","[{""date"":""2024-06-01"",""squat"":135,""beepTest"":17,""sprint40m"":4.7,""benchPress"":95,""verticalJump"":65}]","{""defense"":7,""kicking"":9,""passing"":8,""rucking"":6,""scrummaging"":5,""ballHandling"":9,""communication"":8,""lineoutThrowing"":5}","[{""tries"":5,""season"":""2024"",""tackles"":28,""penalties"":1,""turnovers"":2,""matchesPlayed"":12}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:55:35.270Z""","""2025-06-19T08:55:35.270Z"""
tom_robinson,"{""email"":""tom.robinson@northharbour.co.nz"",""phone"":""+64 21 8901234"",""address"":""North Harbour, Auckland"",""lastName"":""Robinson"",""firstName"":""Tom"",""dateOfBirth"":""1997-06-20"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 8901235"",""relationship"":""Family""}}","{""yearsInTeam"":3,""jerseyNumber"":20,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Flanker"",""secondaryPositions"":[""Number 8""]}","[{""date"":""2024-06-01"",""height"":190,""weight"":100,""bodyFat"":9,""muscleMass"":91}]","[{""date"":""2024-06-01"",""squat"":165,""beepTest"":14,""sprint40m"":5,""benchPress"":125,""verticalJump"":62}]","{""defense"":8,""kicking"":5,""passing"":7,""rucking"":9,""scrummaging"":8,""ballHandling"":7,""communication"":7,""lineoutThrowing"":6}","[{""tries"":2,""season"":""2024"",""tackles"":55,""penalties"":4,""turnovers"":6,""matchesPlayed"":13}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:55:35.270Z""","""2025-06-19T08:55:35.270Z"""
hoskins_sotutu,"{""email"":""hoskins.sotutu@northharbour.co.nz"",""phone"":""+64 21 9012345"",""address"":""North Harbour, Auckland"",""lastName"":""Sotutu"",""firstName"":""Hoskins"",""dateOfBirth"":""1999-01-11"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 9012346"",""relationship"":""Family""}}","{""yearsInTeam"":4,""jerseyNumber"":19,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Number 8"",""secondaryPositions"":[""Lock""]}","[{""date"":""2024-06-01"",""height"":196,""weight"":108,""bodyFat"":10,""muscleMass"":97}]","[{""date"":""2024-06-01"",""squat"":170,""beepTest"":14,""sprint40m"":5.1,""benchPress"":130,""verticalJump"":66}]","{""defense"":8,""kicking"":6,""passing"":7,""rucking"":9,""scrummaging"":8,""ballHandling"":8,""communication"":8,""lineoutThrowing"":7}","[{""tries"":3,""season"":""2024"",""tackles"":48,""penalties"":3,""turnovers"":5,""matchesPlayed"":15}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:55:35.270Z""","""2025-06-19T08:55:35.270Z"""
ofa_tuungafasi,"{""email"":""ofa.tuungafasi@northharbour.co.nz"",""phone"":""+64 21 1234567"",""address"":""North Harbour, Auckland"",""lastName"":""Tuungafasi"",""firstName"":""Ofa"",""dateOfBirth"":""1992-03-12"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 1234568"",""relationship"":""Family""}}","{""yearsInTeam"":6,""jerseyNumber"":3,""playingLevel"":""International"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Prop"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":185,""weight"":120,""bodyFat"":14,""muscleMass"":103}]","[{""date"":""2024-06-01"",""squat"":190,""beepTest"":11,""sprint40m"":5.6,""benchPress"":150,""verticalJump"":50}]","{""defense"":8,""kicking"":5,""passing"":6,""rucking"":8,""scrummaging"":9,""ballHandling"":6,""communication"":7,""lineoutThrowing"":5}","[{""tries"":1,""season"":""2024"",""tackles"":42,""penalties"":6,""turnovers"":1,""matchesPlayed"":17}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:55:35.270Z""","""2025-06-19T08:55:35.270Z"""
karl_tuinukuafe,"{""email"":""karl.tuinukuafe@northharbour.co.nz"",""phone"":""+64 21 2345678"",""address"":""North Harbour, Auckland"",""lastName"":""Tuinukuafe"",""firstName"":""Karl"",""dateOfBirth"":""1991-07-08"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 2345679"",""relationship"":""Family""}}","{""yearsInTeam"":7,""jerseyNumber"":17,""playingLevel"":""International"",""previousClubs"":[""Blues"",""North Harbour""],""primaryPosition"":""Prop"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":180,""weight"":118,""bodyFat"":15,""muscleMass"":100}]","[{""date"":""2024-06-01"",""squat"":185,""beepTest"":10,""sprint40m"":5.7,""benchPress"":145,""verticalJump"":48}]","{""defense"":8,""kicking"":4,""passing"":6,""rucking"":8,""scrummaging"":9,""ballHandling"":6,""communication"":7,""lineoutThrowing"":5}","[{""tries"":0,""season"":""2024"",""tackles"":38,""penalties"":5,""turnovers"":2,""matchesPlayed"":14}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:55:35.270Z""","""2025-06-19T08:55:35.270Z"""
kurt_eklund,"{""email"":""kurt.eklund@northharbour.co.nz"",""phone"":""+64 21 3456789"",""address"":""North Harbour, Auckland"",""lastName"":""Eklund"",""firstName"":""Kurt"",""dateOfBirth"":""1998-12-04"",""emergencyContact"":{""name"":""Emergency Contact"",""phone"":""+64 21 3456790"",""relationship"":""Family""}}","{""yearsInTeam"":2,""jerseyNumber"":18,""playingLevel"":""Professional"",""previousClubs"":[""Blues"",""Auckland""],""primaryPosition"":""Hooker"",""secondaryPositions"":[]}","[{""date"":""2024-06-01"",""height"":183,""weight"":95,""bodyFat"":11,""muscleMass"":84}]","[{""date"":""2024-06-01"",""squat"":158,""beepTest"":14,""sprint40m"":5.2,""benchPress"":118,""verticalJump"":59}]","{""defense"":8,""kicking"":6,""passing"":7,""rucking"":8,""scrummaging"":7,""ballHandling"":8,""communication"":8,""lineoutThrowing"":8}","[{""tries"":2,""season"":""2024"",""tackles"":35,""penalties"":3,""turnovers"":3,""matchesPlayed"":11}]",,,,,,"[]","[]","[]","[]","{""fitness"":""available"",""medical"":""cleared"",""availability"":""available""}",,"""2025-06-19T08:55:35.270Z""","""2025-06-19T08:55:35.270Z"""
